宗教團體名稱,主管機關,主祀神祇,縣市,行政區,村里,地址,教　別,完整地址,X,Y
夏教養聖堂,臺北市政府,三一教主,臺北市,臺北市大安區,民輝里,臺北市大安區民輝里建國南路1段44巷7號,三一(夏)教,臺北市大安區民輝里23鄰建國南路一段44巷7號,304064.738,2770767.276
代天殿靈雲宮,臺北市政府,三聖大帝,臺北市,臺北市信義區,99,臺北市信義區信義路5段150巷22弄43號,道教,臺北市信義區三犁里15鄰信義路五段150巷22弄43號,307635.788,2768954.703
祖師禪林,臺北市政府,三寶佛,臺北市,臺北市北投區,大屯里,臺北市北投區大屯里復興三路198號,佛教,臺北市北投區大屯里2鄰復興三路198號,300937.712,2782451.737
竹月寺,臺北市政府,千手觀音,臺北市,臺北市內湖區,99,臺北市內湖區環山路2段50巷14弄臨14之7號,佛教,臺北市內湖區港華里19鄰環山路二段50巷14弄14之7號,307656.351,2775845.37
樟山寺,臺北市政府,千手觀音,臺北市,臺北市文山區,99,臺北市文山區老泉街45巷29號,佛教,臺北市文山區老泉里9鄰老泉街45巷29號,308492.996,2762914.018
景新宮,臺北市政府,土地公,臺北市,臺北市中山區,新庄里,臺北市中山區新庄里濱江街6之1號,道教,臺北市中山區新庄里20鄰濱江街6之1號,303383.929,2773736.473
二二八公園福德宮,臺北市政府,土地公,臺北市,臺北市中正區,黎明里,臺北市中正區黎明里懷寧街109號旁,道教,臺北市中正區黎明里9鄰懷寧街109號,301873.496,2770411.642
坤天亭,臺北市政府,中壇元帥,臺北市,臺北市士林區,富洲里,臺北市士林區富洲里延平北路8段96巷15號,道教,臺北市士林區富洲里6鄰延平北路八段96巷15號,298764.226,2777655.919
松山進安宮,臺北市政府,五年千歲,臺北市,臺北市信義區,永吉里,臺北市信義區永吉里永吉路517巷8弄12-3號,道教,臺北市信義區永吉里11鄰永吉路517巷8弄12之3號,308561.81,2771061.876
明山宮,臺北市政府,五年千歲,臺北市,臺北市北投區,永和里,臺北市北投區永和里行義路115號,道教,臺北市北投區永和里6鄰行義路115號,303344.579,2780062.324
代天府北行宮,臺北市政府,五府千歲,臺北市,臺北市萬華區,華江里,臺北市萬華區華江里和平西路3段302巷3弄19號,道教,臺北市萬華區華江里24鄰和平西路三段302巷3弄19號,299683.606,2769742.853
北投代天府,臺北市政府,五府千歲,臺北市,臺北市北投區,大同里,臺北市北投區大同里豐年路1段35之1號,道教,臺北市北投區大同里3鄰豐年路一段35之1號,300188.596,2780710.765
凌振宮,臺北市政府,五府千歲,臺北市,臺北市文山區,99,臺北市文山區木柵路1段191巷54號,道教,臺北市文山區華興里9鄰木柵路一段191巷53號,305620.447,2764606.612
天母三玉宮,臺北市政府,五榖先帝,臺北市,臺北市士林區,天福里,臺北市士林區天福里天母東路6號,道教,臺北市士林區天福里20鄰天母東路6號,303508.841,2778955.023
金碧宮,臺北市政府,天上聖母,臺北市,臺北市內湖區,內湖里,臺北市內湖區內湖里金龍路92號,道教,臺北市內湖區內湖里6鄰金龍路92號,309653.244,2775350.139
內湖承天宮,臺北市政府,天上聖母,臺北市,臺北市內湖區,99,臺北市內湖區文湖街21巷93號,道教,臺北市內湖區西康里12鄰文湖街21巷93號,306539.635,2776107.35
祠宇媽祖宮,臺北市政府,天上聖母,臺北市,臺北市大同區,延平里,臺北市大同區延平里保安街49巷17號,道教,臺北市大同區延平里3鄰保安街49巷17號,301652.538,2772546.745
台北市聖安宮,臺北市政府,天上聖母,臺北市,臺北市萬華區,和德里,臺北市萬華區和德里西園路2段372巷16號,道教,臺北市萬華區和德里25鄰西園路二段372巷16號,299554.297,2768683.159
台北天后宮,臺北市政府,天上聖母,臺北市,臺北市萬華區,西門里,臺北市萬華區西門里成都路51號,道教,臺北市萬華區西門里6鄰成都路51號,301091.197,2770609.893
泰安宮,臺北市政府,天上聖母,臺北市,臺北市大安區,錦華里,臺北市大安區潮州街錦華里98巷1、3、5號,道教,臺北市大安區錦安里13鄰潮州街135號,303386.005,2769042.733
信義天后宮,臺北市政府,天上聖母,臺北市,臺北市信義區,泰和里,臺北市信義區泰和里吳興街600巷臨68號,道教,臺北市信義區泰和里18鄰吳興街600巷68號,307567.033,2768057.728
台北朝天宮,臺北市政府,天上聖母,臺北市,臺北市萬華區,和平里,臺北市萬華區和平里雙園街27號,道教,臺北市萬華區和平里11鄰雙園街27號,299920.395,2769136.535
慈諴宮,臺北市政府,天上聖母,臺北市,臺北市士林區,義信里,臺北市士林區義信里大南路84號,道教,臺北市士林區義信里7鄰大南路84號,302923.574,2775795.848
富南宮,臺北市政府,天上聖母,臺北市,臺北市南港區,新富里,臺北市南港區新富里研究院路1段112、114號,道教,臺北市南港區新富里1鄰研究院路一段2之1號,312190.208,2771988.916
三教山清靈宮,臺北市政府,太上道祖,臺北市,臺北市內湖區,內溝里,臺北市內湖區內溝里康樂街236之6號,道教,臺北市內湖區內溝里5鄰康樂街236之6號,312347.438,2775552.947
太陽堂,臺北市政府,太陽星君,臺北市,臺北市內湖區,碧山里,臺北市內湖區碧山里碧山路2號,道教,臺北市內湖區碧山里14鄰碧山路2號,309584.264,2775614.007
樹人書院文昌祠,臺北市政府,文昌帝君,臺北市,臺北市大同區,老師里,臺北市大同區老師里迪化街二段364巷14號,道教,臺北市大同區老師里7鄰迪化街二段364巷13號,301671.081,2773965.693
台北市文昌宮,臺北市政府,文昌帝君,臺北市,臺北市中山區,集英里,臺北市中山區集英里民生西路45巷9號,道教,臺北市中山區集英里4鄰民生西路45巷9號,302564.493,2772439.801
屈原宮,臺北市政府,水仙尊王,臺北市,臺北市北投區,洲美里,臺北市北投區洲美里洲美街122號,道教,臺北市北投區洲美里7鄰洲美街122號,300990.037,2776915.264
松山水福宮,臺北市政府,水德星君,臺北市,臺北市松山區,慈祐里,臺北市松山區慈祐里松河街3號,道教,臺北市松山區慈祐里11鄰松河街3號,307706.126,2771527.254
北投天保宮,臺北市政府,玄天上帝,臺北市,臺北市北投區,秀山里,臺北市北投區中和街秀山里446巷74號樓,道教,臺北市北投區中心里13鄰中和街20巷74號,300837.981,2781270.484
石牌玄帝宮,臺北市政府,玄天上帝,臺北市,臺北市北投區,福興里,臺北市北投區福興里自強街31巷40號,道教,臺北市北投區福興里12鄰自強街31巷40號,301683.264,2778242.747
明山寺玄寶殿,臺北市政府,玄天上帝,臺北市,臺北市中山區,北安里,臺北市中山區北安里劍南路648巷12號,道教,臺北市中山區北安里8鄰劍南路648巷12號,305842.283,2775452.967
明山寺福天宮,臺北市政府,玄天上帝,臺北市,臺北市中山區,北安里,臺北市中山區北安里劍南路648巷12號,道教,臺北市中山區北安里8鄰劍南路648巷12號,305842.283,2775452.967
台北市關渡玉女宮,臺北市政府,玉女娘娘,臺北市,臺北市北投區,關渡里,臺北市北投區關渡里大度路3段301巷222號,道教,臺北市北投區關渡里10鄰大度路三段301巷222號,296772.348,2778867.034
台北市內湖區碧霞宮,臺北市政府,玉皇三宮主,臺北市,臺北市內湖區,99,臺北市內湖區碧山路29號,道教,臺北市內湖區碧山里13鄰碧山路29號,309394.69,2776327.472
無極天聖殿,臺北市政府,玉皇上帝,臺北市,臺北市士林區,平等里,臺北市士林區平等里平菁街95巷47-1號,道教,臺北市士林區平等里3鄰平菁街95巷47之1號,308699.717,2780899.544
松山奉天宮,臺北市政府,玉皇上帝,臺北市,臺北市信義區,中坡里,臺北市信義區中坡里福德街221巷12號,道教,臺北市信義區中坡里9鄰福德街221巷12號,309019.929,2770059.25
天寶聖道宮,臺北市政府,玉皇上帝,臺北市,臺北市信義區,松隆里,臺北市信義區松隆里松山路664之10號,道教,臺北市信義區松隆里10鄰松山路664之10號,308451.226,2769016.524
南港聖德宮,臺北市政府,玉皇上帝,臺北市,臺北市南港區,九如里,臺北市南港區九如里研究院路4段162巷6號,道教,臺北市南港區九如里28鄰研究院路四段162巷6號,309569.076,2768303.348
北投天寶聖道宮,臺北市政府,玉皇大帝,臺北市,臺北市北投區,林泉里,臺北市北投區林泉里幽雅路杏林巷5之1號,道教,臺北市北投區林泉里17鄰幽雅路杏林巷5之1號,302323.744,2781191.708
中嶽殿,臺北市政府,地藏王菩薩,臺北市,臺北市中山區,大佳里,臺北市中山區大佳里民族東路115號,道教,臺北市中山區大佳里8鄰民族東路115號,304309.647,2773456.264
地藏庵,臺北市政府,地藏王菩薩,臺北市,臺北市中山區,圓山里,臺北市中山區玉門街圓山里11號,佛教,臺北市中山區圓山里11鄰玉門街11號,302518.853,2773858.833
關渡萬善同公祠,臺北市政府,地藏王菩薩,臺北市,臺北市北投區,一德里,臺北市北投區一德里中央北路4段583巷10弄26號,道教,臺北市北投區一德里21鄰中央北路四段583巷10弄10號,296952.56,2779647.802
台北地藏禪寺,臺北市政府,地藏王菩薩,臺北市,臺北市士林區,福安里,臺北市士林區福安里延平北路7段189號,佛教,臺北市士林區福安里8鄰延平北路七段189號,299563.397,2776902.109
集義宮,臺北市政府,朱池李三千歲,臺北市,臺北市萬華區,富福里,臺北市萬華區富福里康定路249號,道教,臺北市萬華區富福里3鄰康定路249號,300586.272,2769737.964
台北慈光廟,臺北市政府,朱府千歲,臺北市,臺北市內湖區,99,臺北市內湖區民權東路六段206巷143弄113號,道教,臺北市內湖區蘆洲里4鄰民權東路六段206巷143弄113號,310740.188,2773128.902
天佛禪寺,臺北市政府,西方三聖,臺北市,臺北市北投區,林泉里,臺北市北投區林泉里溫泉路150-1號,佛教,臺北市北投區林泉里10鄰溫泉路150之1號,301756.642,2781281.878
農禪寺,臺北市政府,西方三聖,臺北市,臺北市北投區,99,臺北市北投區大度路112號,佛教,臺北市北投區八仙里14鄰大度路112號,299934.602,2779373.483
彌陀寺,臺北市政府,西方三聖,臺北市,臺北市北投區,泉源里,臺北市北投區泉源里東昇路3號,佛教,臺北市北投區泉源里10鄰東昇路3號,302540.311,2781891.12
助順將軍廟,臺北市政府,助順將軍,臺北市,臺北市萬華區,萬壽里,臺北市萬華區萬壽里康定路9、11、13號,道教,臺北市萬華區萬壽里11鄰康定路1之1號,300797.048,2770985.72
台北南港慈岩宮,臺北市政府,吳府千歲,臺北市,臺北市南港區,九如里,臺北市南港區九如里研究院路3段161巷12號,道教,臺北市南港區九如里9鄰研究院路三段161巷12號,312087.075,2768789.129
真聖堂,臺北市政府,孚佑帝君,臺北市,臺北市大同區,99,臺北市大同區延平北路2段61巷16號,佛教,臺北市大同區朝陽里11鄰延平北路二段61巷16號,301668.84,2772020.174
指南宮,臺北市政府,孚佑帝君,臺北市,臺北市文山區,99,臺北市文山區萬壽路115號,道教,臺北市文山區指南里18鄰萬壽路115號,309224.954,2763675.199
大忠宮,臺北市政府,延平郡王,臺北市,臺北市中山區,劍潭里,臺北市中山區劍潭里中山北路四段71巷2弄5號,佛教,臺北市中山區劍潭里14鄰中山北路四段71巷2弄5號,303093.477,2774796.018
台北護國延平宮,臺北市政府,延平郡王,臺北市,臺北市內湖區,金瑞里,臺北市內湖區金瑞里內湖路3段348巷6號,道教,臺北市內湖區金瑞里18鄰內湖路三段348巷6號,308850.998,2776029.622
先天道院,臺北市政府,明明上帝,臺北市,臺北市萬華區,孝德里,臺北市萬華區孝德里寶興街188巷2號,一貫道,臺北市萬華區孝德里6鄰寶興街188巷2號,299966.878,2768453.14
天達堂,臺北市政府,明明上帝,臺北市,臺北市南港區,九如里,臺北市南港區九如里研究院路3段25巷8號,一貫道,臺北市南港區九如里8鄰研究院路三段25巷8號,312571.564,2768847.151
無極明聖宮,臺北市政府,東方木公,臺北市,臺北市南港區,中南里,臺北市南港區中南里忠孝東路7段478巷臨12號,道教,臺北市南港區中南里19鄰忠孝東路七段478巷12號,311523.575,2771521.652
法主公廟,臺北市政府,法主聖君,臺北市,臺北市大同區,朝陽里,臺北市大同區朝陽里南京西路344巷2號,道教,臺北市大同區朝陽里1鄰南京西路344巷2號,301661,2771827.66
狀元廟,臺北市政府,狀元公,臺北市,臺北市信義區,惠安里,臺北市信義區惠安里吳興街336巷52號,道教,臺北市信義區惠安里3鄰吳興街336巷52號,307056.357,2768662.478
金剛寺,臺北市政府,阿彌陀佛,臺北市,臺北市中山區,劍潭里,臺北市中山區劍潭里中山北路4段71巷2弄臨3號,佛教,臺北市中山區劍潭里14鄰中山北路四段71巷2弄3號,303051.358,2774843.864
北投龍雲寺,臺北市政府,阿彌陀佛,臺北市,臺北市北投區,林泉里,臺北市北投區林泉里幽雅路杏林巷3-6號,佛教,臺北市北投區林泉里17鄰幽雅路杏林巷3之6號,302226.424,2781145.881
台北佛教蓮社,臺北市政府,阿彌陀佛,臺北市,臺北市松山區,東光里,臺北市松山區東光里南京東路5段59巷29弄4號,佛教,臺北市松山區東光里18鄰南京東路五段59巷29弄4號,306457.617,2771759.131
台北保霞宮,臺北市政府,保生大帝,臺北市,臺北市中山區,中庄里,臺北市中山區中庄里松江路226巷21號,道教,臺北市中山區中庄里17鄰松江路226巷21號,303602.69,2772368.833
台北保仁宮,臺北市政府,保生大帝,臺北市,臺北市大同區,99,臺北市大同區承德路3段214巷9號,道教,臺北市大同區至聖里8鄰承德路三段214巷9號,302214.268,2773801.546
木柵集應廟,臺北市政府,保儀尊王,臺北市,臺北市文山區,99,臺北市文山區保儀路76號,道教,臺北市文山區木柵里33鄰保儀路76號,307388.859,2764498.919
新約龍華佛教聖國山保安堂,臺北市政府,南無觀世音菩薩,臺北市,臺北市萬華區,富民里,臺北市萬華區富民里康定路188巷4弄6號,佛教,臺北市萬華區富民里8鄰康定路188巷4弄6號,300600.864,2770177.603
圓通巖,臺北市政府,南無觀世音菩薩,臺北市,臺北市中山區,劍潭里,臺北市中山區劍潭里中山北路4段1巷1弄3號,佛教,臺北市中山區劍潭里14鄰中山北路四段1巷1弄3號,303339.074,2774911.941
台北府城隍廟,臺北市政府,城隍爺,臺北市,臺北市松山區,慈祐里,臺北市松山區慈祐里虎林街3號,道教,臺北市松山區慈祐里18鄰虎林街3號,308138.201,2771385.358
青雲宮,臺北市政府,神農大帝,臺北市,臺北市大同區,99,臺北市大同區民權西路160巷30弄7號,道教,臺北市大同區民權里8鄰民權西路160巷30弄7號,302036.277,2772668.154
吉福宮,臺北市政府,郭子儀,臺北市,臺北市信義區,松隆里,臺北市信義區松隆里松山路臨679-1號,道教,臺北市信義區松隆里4鄰松山路679之1號,308709.737,2769814.72
清蓮宮,臺北市政府,陳黃武三王爺,臺北市,臺北市萬華區,99,臺北市萬華區大理街91巷23號,道教,臺北市萬華區糖廍里1鄰大理街91巷23號,300306.722,2769762.656
內湖公舘庄武身開漳聖王廟,臺北市政府,開漳聖王,臺北市,臺北市內湖區,99,臺北市內湖區內湖路3段256巷8號,道教,臺北市內湖區碧山里19鄰內湖路三段256巷8號,309155.28,2776027.109
碧山巖開漳聖王廟,臺北市政府,開漳聖王,臺北市,臺北市內湖區,碧山里,臺北市內湖區碧山里碧山路24號,道教,臺北市內湖區碧山里1鄰碧山路24號,309266.577,2776686.421
台北市士林區合誠宮,臺北市政府,開漳聖王,臺北市,臺北市士林區,平等里,臺北市士林區平等里平菁街106巷6之1號,道教,臺北市士林區平等里4鄰平菁街106巷6之1號,308084.844,2780325.268
汾陽宮,臺北市政府,開漳聖王,臺北市,臺北市北投區,福興里,臺北市北投區福興里石牌路1段58巷28弄臨7號,道教,臺北市北投區福興里7鄰石牌路一段58巷28弄7號,301646.239,2778329.242
芝山巖惠濟宮,臺北市政府,開漳聖王,臺北市,臺北市士林區,名山里,臺北市士林區名山里至誠路1段326巷26號,道教,臺北市士林區名山里1鄰至誠路一段303之2號,303573.238,2777132.267
艋舺龍津宮,臺北市政府,順正大王公,臺北市,臺北市萬華區,菜園里,臺北市萬華區菜園里長沙街2段184號,道教,臺北市萬華區菜園里21鄰長沙街二段184號,300424.489,2770446.242
陽明黃帝神宮,臺北市政府,黃帝,臺北市,臺北市北投區,大同里,臺北市北投區大同里豐年路1段20巷1號,軒轅教,臺北市北投區大同里2鄰豐年路一段20巷1號,300221.951,2780738.839
楊聖廟,臺北市政府,楊令公,臺北市,臺北市萬華區,保德里,臺北市萬華區保德里東園街154巷39號,道教,臺北市萬華區保德里9鄰東園街154巷37號,300100.156,2768367.748
明德宮,臺北市政府,楊府千歲,臺北市,臺北市文山區,99,臺北市文山區老泉街45巷27之1號,道教,臺北市文山區老泉里9鄰老泉街45巷27之1號,308438.346,2762580.416
東隆宮,臺北市政府,溫府千歲,臺北市,臺北市萬華區,孝德里,臺北市萬華區孝德里環河南路3段163號,道教,臺北市萬華區孝德里13鄰環河南路三段163號,299630.592,2768380.884
松山慈惠堂,臺北市政府,瑤池金母,臺北市,臺北市信義區,中行里,臺北市信義區中行里福德街251巷33號,道教,臺北市信義區中行里16鄰福德街251巷33號,309286.191,2769953.941
陽明山慈惠堂,臺北市政府,瑤池金母,臺北市,臺北市北投區,溫泉里,臺北市北投區溫泉里奇岩路17號,道教,臺北市北投區溫泉里21鄰奇岩路17號,301218.047,2780693.095
台北市圓明宮,臺北市政府,瑤池金母,臺北市,臺北市中山區,集英里,臺北市中山區集英里中山北路2段128巷3之2號,道教,臺北市中山區集英里14鄰中山北路二段128巷3之2號,302655.447,2772727.182
台北慈惠堂,臺北市政府,瑤池金母,臺北市,臺北市北投區,立農里,臺北市北投區立農里吉利街27號,道教,臺北市北投區立農里23鄰吉利街27號,300925.686,2778965.25
大橋頭福德廟,臺北市政府,福德正神,臺北市,臺北市大同區,99,臺北市大同區迪化街二段22號,道教,臺北市大同區景星里1鄰迪化街二段22號,301377.342,2772951.149
台北神德宮,臺北市政府,福德正神,臺北市,臺北市中山區,大佳里,臺北市中山區大佳里濱江街180巷13號,道教,臺北市中山區大佳里8鄰濱江街180巷13號,304293.744,2773520.1
大龍峒福壽宮,臺北市政府,福德正神,臺北市,臺北市大同區,重慶里,臺北市大同區重慶里敦煌路2之1號,道教,臺北市大同區重慶里10鄰敦煌路2之1號,302541.988,2774174.399
北門口福聚宮,臺北市政府,福德正神,臺北市,臺北市大同區,玉泉里,臺北市大同區玉泉里延平北路1段68號,道教,臺北市大同區玉泉里5鄰延平北路一段68號,301641.255,2771593.361
福正宮,臺北市政府,福德正神,臺北市,臺北市中山區,劍潭里,臺北市中山區劍潭里中山北路4段67號,道教,臺北市中山區劍潭里14鄰中山北路四段67號,302908.891,2774788.782
植福宮,臺北市政府,福德正神,臺北市,臺北市中山區,成功里,臺北市中山區成功里北安路608巷14弄1號,道教,臺北市中山區成功里11鄰北安路608巷14弄1號,305537.292,2774949.205
台北市松山五分埔福德宮,臺北市政府,福德正神,臺北市,臺北市信義區,四育里,臺北市信義區虎林街四育里47之3號,道教,臺北市信義區四育里3鄰虎林街47之3號,308191.028,2771179.532
台北市文山區頂公館福德宮,臺北市政府,福德正神,臺北市,臺北市文山區,99,臺北市文山區公館街44之1號,道教,臺北市文山區萬年里9鄰公館街44之1號,304275.642,2766489.102
福德祠,臺北市政府,福德正神,臺北市,臺北市內湖區,99,臺北市內湖區康寧路1段236號,道教,臺北市內湖區紫雲里23鄰康寧路一段236號,310138.315,2774550.169
士林街福德宮,臺北市政府,福德正神,臺北市,臺北市士林區,義信里,臺北市士林區義信里大南路138號,道教,臺北市士林區義信里11鄰大南路134號,302742.25,2775833.22
福興宮,臺北市政府,福德正神,臺北市,臺北市文山區,99,臺北市文山區福興路5號,道教,臺北市文山區興旺里2鄰福興路5號,305656.096,2766140.679
新福宮,臺北市政府,福德正神,臺北市,臺北市中山區,中山里,臺北市中山區中山里新生北路2段62巷33號,道教,臺北市中山區中山里21鄰新生北路二段62巷32之1號,303100.478,2772098.279
長慶廟,臺北市政府,福德正神,臺北市,臺北市中正區,板溪里,臺北市中正區板溪里晉江街34號,道教,臺北市中正區板溪里8鄰晉江街34號,302664.745,2768659.453
福慈宮,臺北市政府,福德正神,臺北市,臺北市北投區,99,臺北市北投區中央北路4段30巷臨68號,道教,臺北市北投區一德里1鄰中央北路四段30巷68號,298011.01,2781147.507
和德祠,臺北市政府,福德正神,臺北市,臺北市大同區,永樂里,臺北市大同區永樂里甘谷街42號,道教,臺北市大同區永樂里9鄰甘谷街42號,301519.856,2771726.765
新坡尾福德廟,臺北市政府,福德正神,臺北市,臺北市內湖區,99,臺北市內湖區內湖路3段367號,道教,臺北市內湖區金瑞里18鄰內湖路三段367號,308842.572,2775828.842
梘頭福德祠,臺北市政府,福德正神,臺北市,臺北市內湖區,99,臺北市內湖區內湖路2段450號,道教,臺北市內湖區內湖里8鄰內湖路二段450號,309771.552,2775166.901
台北市士林承德福德宮,臺北市政府,福德正神,臺北市,臺北市士林區,99,臺北市士林區後港街劍潭路40號,道教,臺北市士林區承德里4鄰後港街37號,302757.234,2775155.501
台北市文山區溝子口福德宮,臺北市政府,福德正神,臺北市,臺北市文山區,99,臺北市文山區木柵路1段59巷1號,道教,臺北市文山區試院里18鄰木柵路一段59巷1號,305108.762,2764440.743
台北文山興安宮,臺北市政府,福德正神,臺北市,臺北市文山區,99,臺北市文山區仙岩路16巷64號,道教,臺北市文山區興安里15鄰仙岩路16巷64號,305540.391,2765489.177
台北市大安區福安宮,臺北市政府,福德正神,臺北市,臺北市大安區,虎嘯里,臺北市大安區虎嘯里臥龍街61號,道教,臺北市大安區虎嘯里6鄰臥龍街61號,305253.259,2768337.597
大安車層景福宮,臺北市政府,福德正神,臺北市,臺北市大安區,華聲里,臺北市大安區華聲里延吉街77號,道教,臺北市大安區華聲里15鄰延吉街81號,305901.123,2770735.591
松山聚福廟,臺北市政府,福德正神,臺北市,臺北市松山區,慈祐里,臺北市松山區慈祐里八德路4段490號,道教,臺北市松山區慈祐里14鄰八德路四段490號,307536.086,2771395.273
福安宮,臺北市政府,福德正神,臺北市,臺北市北投區,溫泉里,臺北市北投區溫泉里公館路85巷2弄2號,道教,臺北市北投區溫泉里3鄰公舘路45巷2號,300772.706,2780626.473
後山坡福德爺廟,臺北市政府,福德正神,臺北市,臺北市南港區,成福里,臺北市南港區成福里東新街170巷臨1號,道教,臺北市南港區成福里14鄰東新街170巷1號,309807.679,2770994.757
新福宮,臺北市政府,福德正神,臺北市,臺北市南港區,東新里,臺北市南港區東新里南港路2段238巷2號,道教,臺北市南港區東新里20鄰南港路二段238巷2號,310262.489,2771940.148
中坡福壽宮,臺北市政府,福德正神,臺北市,臺北市信義區,中坡里,臺北市信義區中坡里福德街221巷14號,道教,臺北市信義區中坡里9鄰福德街221巷14號,309055.387,2769908.211
興雅福德宮,臺北市政府,福德正神,臺北市,臺北市信義區,99,臺北市信義區永吉路30巷30號,道教,臺北市信義區敦厚里6鄰永吉路30巷30號,307384.858,2770843.677
桃源福德宮,臺北市政府,福德正神,臺北市,臺北市北投區,桃源里,臺北市北投區桃源里中央北路三段62號,道教,臺北市北投區桃源里5鄰中央北路三段62號,298912.553,2781180.086
福景宮,臺北市政府,福德正神,臺北市,臺北市大安區,通化里,臺北市大安區通化里光復南路698號,道教,臺北市大安區通化里22鄰光復南路698號,306234.213,2769181.406
北投區廣福宮,臺北市政府,福德正神,臺北市,臺北市北投區,中庸里,臺北市北投區中庸里大同街臨329之3號,道教,臺北市北投區中庸里5鄰大同街329之3號,300342.914,2781440.089
北投集福宮,臺北市政府,福德正神,臺北市,臺北市北投區,清江里,臺北市北投區清江里磺港路68號,道教,臺北市北投區清江里1鄰磺港路68號,300755.685,2780480.938
福星宮,臺北市政府,福德正神,臺北市,臺北市北投區,福興里,臺北市北投區福興里自強街5巷22號,道教,臺北市北投區福興里9鄰自強街5巷22號,301672.912,2778110.475
玉成公園福德宮,臺北市政府,福德正神,臺北市,臺北市南港區,鴻福里,臺北市南港區鴻福里中坡南路51號,道教,臺北市南港區鴻福里17鄰中坡南路51號,308940.69,2770621.359
福德宮,臺北市政府,福德正神,臺北市,臺北市松山區,吉祥里,臺北市松山區吉祥里八德路4段181巷16弄11號,道教,臺北市松山區吉祥里4鄰八德路四段181巷16弄11號,306802.435,2771350.256
三張犁福佑宮,臺北市政府,福德正神,臺北市,臺北市信義區,99,臺北市信義區信義路5段11058 150巷18之1號,道教,臺北市信義區三犁里22鄰信義路五段150巷2之11號,307743.712,2769100.734
坤元宮,臺北市政府,福德正神,臺北市,臺北市南港區,三重里,臺北市南港區三重里三重路79巷8弄2之1號,道教,臺北市南港區三重里7鄰三重路79巷8弄2之1號,311869.018,2772603.302
西新福壽宮,臺北市政府,福德正神,臺北市,臺北市南港區,西新里,臺北市南港區西新里成功路1段臨79號,道教,臺北市南港區西新里6鄰成功路一段79號,309796.94,2772299.682
松山福德宮,臺北市政府,福德正神,臺北市,臺北市松山區,慈祐里,臺北市松山區慈祐里饒河街92號,道教,臺北市松山區慈祐里8鄰饒河街92號,307928.719,2771477.756
一德福德宮,臺北市政府,福德正神,臺北市,臺北市北投區,99,臺北市北投區中央北路4段515巷3弄臨16-1號,道教,臺北市北投區一德里16鄰中央北路四段515巷3弄16之1號,297335.08,2780062.12
中崙福順宮,臺北市政府,福德正神,臺北市,臺北市松山區,99,臺北市松山區南京東路3段303巷8弄臨10號,道教,臺北市松山區中正里24鄰南京東路三段303巷8弄10號,305238.017,2771741.486
福興宮,臺北市政府,福德正神,臺北市,臺北市大安區,光信里,臺北市大安區光信里延吉街263號,道教,臺北市大安區光信里8鄰延吉街263號,306205.555,2769660.484
松山慈福宮,臺北市政府,福德正神,臺北市,臺北市松山區,慈祐里,臺北市松山區慈祐里八德路4段829巷26號,道教,臺北市松山區慈祐里1鄰八德路四段829巷26號,308498.424,2771651.904
福裕宮,臺北市政府,福德正神〈土地公〉,臺北市,臺北市北投區,99,臺北市北投區文林北路5巷58號1樓,道教,臺北市北投區建民里10鄰文林北路5巷58號,302174.228,2777262.76
北投磺田福佑宮,臺北市政府,福德正神〈土地公〉,臺北市,臺北市北投區,中庸里,臺北市北投區中庸里大業路667巷臨8號,道教,臺北市北投區中庸里14鄰大業路667巷8號,300393.504,2781107.333
下塔悠福德爺宮,臺北市政府,福德爺,臺北市,臺北市中山區,金泰里,臺北市中山區金泰里敬業三路196號,道教,臺北市中山區金泰里8鄰敬業三路196號,306146.645,2774519.449
共和宮,臺北市政府,劉府千歲,臺北市,臺北市士林區,社新里,臺北市士林區社新里社子街117號,道教,臺北市士林區社新里23鄰社子街117號,300964.749,2775646.825
劍童廟,臺北市政府,劍童公,臺北市,臺北市松山區,復勢里,臺北市松山區復勢里八德路3段199巷1號,道教,臺北市松山區復勢里14鄰八德路三段199巷1號,306140.102,2771260.685
鎮安宮,臺北市政府,蕭府王爺,臺北市,臺北市中山區,金泰里,臺北市中山區金泰里基湖路151巷46弄6號,道教,臺北市中山區金泰里13鄰基湖路151巷46弄6號,306976.173,2774444.402
臺北市大龍峒包公廟,臺北市政府,閻羅天子大天尊仙佛,臺北市,臺北市大同區,99,臺北市大同區敦煌路臨71號,道教,臺北市大同區重慶里13鄰敦煌路71號,302092.674,2774328.299
天恩宮,臺北市政府,彌勒古佛,臺北市,臺北市文山區,指南里,臺北市文山區指南里指南路3段38巷37之2號,一貫道,臺北市文山區指南里8鄰指南路三段38巷37之2號,309786.783,2762627.1
南港慈雲寺,臺北市政府,濟公活佛,臺北市,臺北市南港區,中研里,臺北市南港區中研里福山街44巷15弄1號,道教,臺北市南港區中研里7鄰福山街44巷15弄1號,312287.782,2770930.808
松山順安宮,臺北市政府,薛千歲,臺北市,臺北市信義區,敦厚里,臺北市信義區敦厚里松隆路臨45號,道教,臺北市信義區敦厚里6鄰松隆路45號,307366.672,2770826.941
台北霞海城隍廟,臺北市政府,霞海城隍,臺北市,臺北市大同區,永樂里,臺北市大同區永樂里迪化街1段61號,道教,臺北市大同區永樂里17鄰迪化街一段61號,301471.056,2772035.018
